trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
30,False,"{'a': 0.5, 'e': 0.2146387639429372}",20,8,-22.42842728115824,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
31,False,"{'a': 0.5, 'e': 0.20390682574579033}",25,0,-117.55734165388036,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.1937114844585008}",20,0,-74.10861638937718,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.18402591023557577}",20,10,-10.592351235140558,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
34,False,"{'a': 0.5, 'e': 0.17482461472379698}",20,0,-149.61216310842843,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",0
35,False,"{'a': 0.5, 'e': 0.16608338398760714}",25,0,-172.52055484111264,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
36,False,"{'a': 0.5, 'e': 0.15777921478822676}",20,0,4.9919640025644645,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
37,False,"{'a': 0.5, 'e': 0.14989025404881542}",25,0,-83.56082619412904,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.14239574134637464}",25,15,-92.20236819857718,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 2}",1
39,False,"{'a': 0.5, 'e': 0.1352759542790559}",20,0,-88.74175290478178,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.1285121565651031}",20,0,-110.47424429912049,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.12208654873684793}",20,0,-105.39931030620184,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.11598222130000553}",25,0,-100.53516085882578,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
43,False,"{'a': 0.5, 'e': 0.11018311023500525}",20,0,-191.7917753742179,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
44,False,"{'a': 0.5, 'e': 0.10467395472325498}",30,0,-91.15390073276394,"{0: 20, 1: 4, 2: 3, 3: 3, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.09944025698709223}",20,0,-127.28564566255645,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.09446824413773762}",35,17,-87.9154556894115,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 2}",1
47,False,"{'a': 0.5, 'e': 0.08974483193085074}",30,0,-98.46178048697726,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.0852575903343082}",25,0,-134.58347738536,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
49,False,"{'a': 0.5, 'e': 0.08099471081759278}",20,5,-47.15405596118002,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
50,False,"{'a': 0.5, 'e': 0.07694497527671314}",30,0,-153.3706319940491,"{0: 21, 1: 1, 2: 3, 3: 3, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.07309772651287748}",35,0,-101.8841362958176,"{0: 25, 1: 3, 2: 5, 3: 1, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.0694428401872336}",20,0,-48.57061631492187,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
53,False,"{'a': 0.5, 'e': 0.0659706981778719}",25,0,-141.55559581442904,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
54,False,"{'a': 0.5, 'e': 0.0626721632689783}",30,0,-142.2788952130726,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
55,False,"{'a': 0.5, 'e': 0.059538555105529384}",25,17,13.092393955274604,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.05656162735025291}",25,0,-91.49998874862075,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.053733545982740265}",25,0,-205.28137539938677,"{0: 13, 1: 2, 2: 3, 3: 5, 4: 2}",0
58,False,"{'a': 0.5, 'e': 0.05104686868360325}",25,0,-60.60103179769624,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.04849452524942309}",30,0,-150.1704910296285,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
1,True,"{'a': 0, 'e': 0}",25,0,-136.97549782217945,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
2,True,"{'a': 0, 'e': 0}",20,0,-113.91230523905965,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
3,True,"{'a': 0, 'e': 0}",25,0,-162.87868388093003,"{0: 13, 1: 5, 2: 3, 3: 2, 4: 2}",0
4,True,"{'a': 0, 'e': 0}",30,0,-168.6225845752812,"{0: 16, 1: 3, 2: 9, 3: 0, 4: 2}",0
5,True,"{'a': 0, 'e': 0}",30,0,-122.02796340778134,"{0: 15, 1: 4, 2: 10, 3: 1, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",20,0,-40.16985406640633,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",35,0,-222.51361607735151,"{0: 19, 1: 3, 2: 9, 3: 1, 4: 3}",0
8,True,"{'a': 0, 'e': 0}",30,0,-220.54199609887831,"{0: 12, 1: 7, 2: 8, 3: 0, 4: 3}",0
9,True,"{'a': 0, 'e': 0}",30,0,-164.69642438993333,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
10,True,"{'a': 0, 'e': 0}",30,0,-137.88688922269355,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
11,True,"{'a': 0, 'e': 0}",25,0,-138.99319261529016,"{0: 11, 1: 5, 2: 8, 3: 0, 4: 1}",0
12,True,"{'a': 0, 'e': 0}",20,14,-12.143040193187522,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,0,-100.34095729712884,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
14,True,"{'a': 0, 'e': 0}",25,0,-139.93427285493635,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
15,True,"{'a': 0, 'e': 0}",20,0,-80.89812587002672,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
16,True,"{'a': 0, 'e': 0}",30,0,-34.94186228418643,"{0: 22, 1: 4, 2: 4, 3: 0, 4: 0}",0
17,True,"{'a': 0, 'e': 0}",20,0,-63.424688504116524,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
18,True,"{'a': 0, 'e': 0}",20,0,-66.65605546745992,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
19,True,"{'a': 0, 'e': 0}",20,0,-170.227002103967,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
20,True,"{'a': 0, 'e': 0}",20,0,-35.65343388693562,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
21,True,"{'a': 0, 'e': 0}",30,0,-198.8617685310348,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
22,True,"{'a': 0, 'e': 0}",25,0,-88.92008432432195,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
23,True,"{'a': 0, 'e': 0}",35,20,-83.60843897376647,"{0: 7, 1: 3, 2: 4, 3: 0, 4: 1}",1
24,True,"{'a': 0, 'e': 0}",25,0,-153.59735694023598,"{0: 11, 1: 8, 2: 3, 3: 1, 4: 2}",0
25,True,"{'a': 0, 'e': 0}",20,0,-161.02140212500834,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
26,True,"{'a': 0, 'e': 0}",20,0,-47.580111845907496,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
27,True,"{'a': 0, 'e': 0}",20,7,-116.14422567914198,"{0: 6, 1: 2, 2: 2, 3: 1, 4: 2}",1
28,True,"{'a': 0, 'e': 0}",25,0,-199.540526686078,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 4}",0
29,True,"{'a': 0, 'e': 0}",20,3,-111.4333801705758,"{0: 8, 1: 2, 2: 5, 3: 1, 4: 1}",1
30,True,"{'a': 0, 'e': 0}",20,0,-83.83101839288835,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
31,True,"{'a': 0, 'e': 0}",20,0,-41.39737131276488,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
32,True,"{'a': 0, 'e': 0}",25,0,-169.98357434627127,"{0: 15, 1: 1, 2: 4, 3: 3, 4: 2}",0
33,True,"{'a': 0, 'e': 0}",25,0,-203.33177553966817,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 4}",0
34,True,"{'a': 0, 'e': 0}",20,0,-178.60228827684435,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
35,True,"{'a': 0, 'e': 0}",30,0,-296.11230584310175,"{0: 12, 1: 5, 2: 7, 3: 1, 4: 5}",0
36,True,"{'a': 0, 'e': 0}",25,0,-29.863913232730166,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
37,True,"{'a': 0, 'e': 0}",20,0,-94.05604317587287,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
38,True,"{'a': 0, 'e': 0}",20,0,-130.75644782182007,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
39,True,"{'a': 0, 'e': 0}",30,0,-136.1513831739788,"{0: 17, 1: 6, 2: 4, 3: 2, 4: 1}",0
40,True,"{'a': 0, 'e': 0}",30,0,-281.5537225108672,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 5}",0
41,True,"{'a': 0, 'e': 0}",20,0,-207.08619134286113,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
42,True,"{'a': 0, 'e': 0}",25,0,-69.22645229275258,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
43,True,"{'a': 0, 'e': 0}",20,0,-207.55243689238725,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 4}",0
44,True,"{'a': 0, 'e': 0}",20,0,-121.17889249886076,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
45,True,"{'a': 0, 'e': 0}",25,4,-98.56268406279851,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 2}",1
46,True,"{'a': 0, 'e': 0}",25,0,-165.25796853583196,"{0: 14, 1: 4, 2: 2, 3: 3, 4: 2}",0
47,True,"{'a': 0, 'e': 0}",25,0,-136.01415552221607,"{0: 11, 1: 6, 2: 7, 3: 0, 4: 1}",0
48,True,"{'a': 0, 'e': 0}",30,0,-103.78264800851119,"{0: 19, 1: 5, 2: 4, 3: 1, 4: 1}",0
49,True,"{'a': 0, 'e': 0}",20,0,-45.526494919449505,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
50,True,"{'a': 0, 'e': 0}",20,11,-60.46474367356465,"{0: 4, 1: 2, 2: 2, 3: 0, 4: 1}",1
51,True,"{'a': 0, 'e': 0}",25,0,-153.88631841654865,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
52,True,"{'a': 0, 'e': 0}",20,1,-74.4850405393105,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 1}",1
53,True,"{'a': 0, 'e': 0}",20,0,-101.25669257353934,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
54,True,"{'a': 0, 'e': 0}",20,0,-113.46488075068096,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
55,True,"{'a': 0, 'e': 0}",25,0,-151.21917685327287,"{0: 12, 1: 6, 2: 5, 3: 0, 4: 2}",0
56,True,"{'a': 0, 'e': 0}",20,0,-78.28765270241672,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
57,True,"{'a': 0, 'e': 0}",20,0,-157.34167855170043,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
58,True,"{'a': 0, 'e': 0}",25,0,-254.86322594940327,"{0: 8, 1: 3, 2: 9, 3: 2, 4: 3}",0
59,True,"{'a': 0, 'e': 0}",20,0,-109.27850156446489,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
60,True,"{'a': 0, 'e': 0}",25,0,-103.5680348768877,"{0: 15, 1: 2, 2: 5, 3: 3, 4: 0}",0
61,True,"{'a': 0, 'e': 0}",30,0,-129.5250633740396,"{0: 15, 1: 6, 2: 8, 3: 0, 4: 1}",0
62,True,"{'a': 0, 'e': 0}",30,0,-131.00107502848368,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
63,True,"{'a': 0, 'e': 0}",20,0,-65.01471951788912,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
64,True,"{'a': 0, 'e': 0}",20,0,-86.46067106876096,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
65,True,"{'a': 0, 'e': 0}",25,0,-123.43078796210114,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
66,True,"{'a': 0, 'e': 0}",30,0,-264.493342237657,"{0: 12, 1: 8, 2: 4, 3: 2, 4: 4}",0
67,True,"{'a': 0, 'e': 0}",20,0,-80.17443850569657,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
68,True,"{'a': 0, 'e': 0}",20,0,-157.3196239375587,"{0: 6, 1: 6, 2: 5, 3: 2, 4: 1}",0
69,True,"{'a': 0, 'e': 0}",20,0,-61.10824791682205,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
70,True,"{'a': 0, 'e': 0}",20,0,-29.373720487204626,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
71,True,"{'a': 0, 'e': 0}",20,0,-151.20010812326268,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
72,True,"{'a': 0, 'e': 0}",30,0,-67.25605854521795,"{0: 22, 1: 6, 2: 0, 3: 1, 4: 1}",0
73,True,"{'a': 0, 'e': 0}",20,0,-10.83612698606562,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
74,True,"{'a': 0, 'e': 0}",20,0,-156.92047002433188,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
75,True,"{'a': 0, 'e': 0}",20,2,-103.29173401017418,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 2}",1
76,True,"{'a': 0, 'e': 0}",25,0,-121.11565338090601,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
77,True,"{'a': 0, 'e': 0}",20,0,-126.9685427196431,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
78,True,"{'a': 0, 'e': 0}",35,0,-195.32613668843896,"{0: 24, 1: 1, 2: 4, 3: 3, 4: 3}",0
79,True,"{'a': 0, 'e': 0}",20,0,-113.1629873006338,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
80,True,"{'a': 0, 'e': 0}",25,0,-151.62393856915978,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
81,True,"{'a': 0, 'e': 0}",25,0,-162.01126959799586,"{0: 12, 1: 2, 2: 9, 3: 0, 4: 2}",0
82,True,"{'a': 0, 'e': 0}",20,0,-115.74606441948217,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
83,True,"{'a': 0, 'e': 0}",25,0,-212.22081420763396,"{0: 12, 1: 5, 2: 4, 3: 0, 4: 4}",0
84,True,"{'a': 0, 'e': 0}",25,0,-64.10199981589078,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
85,True,"{'a': 0, 'e': 0}",30,0,-150.29403710912464,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
86,True,"{'a': 0, 'e': 0}",25,0,-151.86720529629235,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
87,True,"{'a': 0, 'e': 0}",20,0,-75.54271394943585,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
88,True,"{'a': 0, 'e': 0}",25,0,-96.12761068501558,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
89,True,"{'a': 0, 'e': 0}",25,0,-171.50171878239541,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
90,True,"{'a': 0, 'e': 0}",30,0,-122.9259810080125,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
91,True,"{'a': 0, 'e': 0}",25,0,-124.19445251763554,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
92,True,"{'a': 0, 'e': 0}",20,0,-153.07583794248424,"{0: 8, 1: 0, 2: 10, 3: 1, 4: 1}",0
93,True,"{'a': 0, 'e': 0}",20,0,-63.921224612151,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
94,True,"{'a': 0, 'e': 0}",20,0,-123.62844883133735,"{0: 8, 1: 5, 2: 5, 3: 1, 4: 1}",0
95,True,"{'a': 0, 'e': 0}",20,0,-133.1941550273009,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
96,True,"{'a': 0, 'e': 0}",25,1,-145.56142168373904,"{0: 14, 1: 4, 2: 2, 3: 2, 4: 2}",1
97,True,"{'a': 0, 'e': 0}",25,0,-124.87510150797472,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
98,True,"{'a': 0, 'e': 0}",25,0,-158.16850356756552,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
99,True,"{'a': 0, 'e': 0}",20,0,-139.57007556197223,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
100,True,"{'a': 0, 'e': 0}",20,0,-152.54209805558375,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
101,True,"{'a': 0, 'e': 0}",20,0,-56.17350055333925,"{0: 11, 1: 6, 2: 2, 3: 1, 4: 0}",0
102,True,"{'a': 0, 'e': 0}",20,9,-92.05029999076417,"{0: 6, 1: 0, 2: 2, 3: 2, 4: 1}",1
103,True,"{'a': 0, 'e': 0}",20,0,-185.61053715555147,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
104,True,"{'a': 0, 'e': 0}",20,0,-153.99744620985393,"{0: 9, 1: 1, 2: 8, 3: 0, 4: 2}",0
105,True,"{'a': 0, 'e': 0}",20,0,-125.4649163612382,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
106,True,"{'a': 0, 'e': 0}",20,0,-158.88354654253484,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
107,True,"{'a': 0, 'e': 0}",35,0,-344.4180030979908,"{0: 16, 1: 5, 2: 6, 3: 2, 4: 6}",0
108,True,"{'a': 0, 'e': 0}",25,0,-45.57509877544524,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
109,True,"{'a': 0, 'e': 0}",20,0,-82.38450298440463,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
110,True,"{'a': 0, 'e': 0}",20,12,-29.73851981199713,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
111,True,"{'a': 0, 'e': 0}",30,0,-185.57066983416019,"{0: 16, 1: 5, 2: 5, 3: 2, 4: 2}",0
112,True,"{'a': 0, 'e': 0}",20,10,-7.420755627732173,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
113,True,"{'a': 0, 'e': 0}",20,0,-91.35064514841694,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 0}",0
114,True,"{'a': 0, 'e': 0}",20,0,-128.36171858560812,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
115,True,"{'a': 0, 'e': 0}",30,0,-83.55371165948465,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
116,True,"{'a': 0, 'e': 0}",25,0,-152.964163967901,"{0: 11, 1: 2, 2: 10, 3: 1, 4: 1}",0
117,True,"{'a': 0, 'e': 0}",20,0,-128.61347901757392,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
118,True,"{'a': 0, 'e': 0}",20,1,-135.38113441358382,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 2}",1
119,True,"{'a': 0, 'e': 0}",20,0,-190.37767625916482,"{0: 6, 1: 3, 2: 8, 3: 1, 4: 2}",0
120,True,"{'a': 0, 'e': 0}",25,0,-150.01653791165825,"{0: 14, 1: 5, 2: 2, 3: 2, 4: 2}",0
121,True,"{'a': 0, 'e': 0}",35,0,-81.50621809179172,"{0: 24, 1: 6, 2: 4, 3: 0, 4: 1}",0
122,True,"{'a': 0, 'e': 0}",25,3,-185.63838360188473,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 3}",1
123,True,"{'a': 0, 'e': 0}",25,0,-176.15942038474168,"{0: 12, 1: 1, 2: 8, 3: 3, 4: 1}",0
124,True,"{'a': 0, 'e': 0}",20,0,-65.46904931465991,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
125,True,"{'a': 0, 'e': 0}",35,0,-102.16092132584352,"{0: 24, 1: 4, 2: 5, 3: 1, 4: 1}",0
126,True,"{'a': 0, 'e': 0}",20,0,-63.089020243359165,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
127,True,"{'a': 0, 'e': 0}",20,0,-82.48340014809702,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
128,True,"{'a': 0, 'e': 0}",20,0,-29.34452180567628,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
129,True,"{'a': 0, 'e': 0}",25,0,-237.74588261106567,"{0: 12, 1: 6, 2: 2, 3: 0, 4: 5}",0
130,True,"{'a': 0, 'e': 0}",25,0,-99.39515507433738,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",0
131,True,"{'a': 0, 'e': 0}",30,0,-141.5997766378972,"{0: 17, 1: 5, 2: 6, 3: 0, 4: 2}",0
132,True,"{'a': 0, 'e': 0}",30,0,-114.98911103192714,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
133,True,"{'a': 0, 'e': 0}",25,0,-87.30780042659875,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
134,True,"{'a': 0, 'e': 0}",20,0,-65.05955900898789,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
135,True,"{'a': 0, 'e': 0}",30,4,-130.4302504237378,"{0: 17, 1: 2, 2: 2, 3: 4, 4: 1}",1
136,True,"{'a': 0, 'e': 0}",20,0,-76.10545785391619,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
137,True,"{'a': 0, 'e': 0}",25,0,-134.38775528182845,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
138,True,"{'a': 0, 'e': 0}",20,1,-127.99705866126895,"{0: 7, 1: 4, 2: 6, 3: 1, 4: 1}",1
139,True,"{'a': 0, 'e': 0}",20,0,-156.08039442996028,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
140,True,"{'a': 0, 'e': 0}",20,0,-154.0751567381934,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
141,True,"{'a': 0, 'e': 0}",25,0,-167.71615592422955,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
142,True,"{'a': 0, 'e': 0}",20,0,-95.20178404948072,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 0}",0
143,True,"{'a': 0, 'e': 0}",25,0,-44.1874892923141,"{0: 19, 1: 5, 2: 0, 3: 0, 4: 1}",0
144,True,"{'a': 0, 'e': 0}",25,0,-76.79690662673659,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
145,True,"{'a': 0, 'e': 0}",20,0,-155.26161487846787,"{0: 8, 1: 5, 2: 4, 3: 1, 4: 2}",0
146,True,"{'a': 0, 'e': 0}",20,0,-73.48435394304772,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
147,True,"{'a': 0, 'e': 0}",20,0,-101.16346006689079,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
148,True,"{'a': 0, 'e': 0}",25,0,-129.21018838967504,"{0: 12, 1: 4, 2: 6, 3: 3, 4: 0}",0
149,True,"{'a': 0, 'e': 0}",25,0,-98.22367742553561,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
150,True,"{'a': 0, 'e': 0}",35,0,-201.18062702271865,"{0: 15, 1: 5, 2: 12, 3: 2, 4: 1}",0
151,True,"{'a': 0, 'e': 0}",20,0,-45.04817141997705,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
152,True,"{'a': 0, 'e': 0}",25,0,-153.09960591699019,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
153,True,"{'a': 0, 'e': 0}",30,9,-144.40778178426223,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 2}",1
154,True,"{'a': 0, 'e': 0}",25,0,-45.14502296891368,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
155,True,"{'a': 0, 'e': 0}",25,0,-43.60115278650565,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
156,True,"{'a': 0, 'e': 0}",25,5,-23.12733422928059,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
157,True,"{'a': 0, 'e': 0}",30,0,-184.74252759129934,"{0: 18, 1: 1, 2: 8, 3: 0, 4: 3}",0
158,True,"{'a': 0, 'e': 0}",20,11,3.4986579626103502,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,True,"{'a': 0, 'e': 0}",20,16,9.06173604829737,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,True,"{'a': 0, 'e': 0}",25,0,-65.41623695182679,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
161,True,"{'a': 0, 'e': 0}",35,0,-182.42977644446106,"{0: 18, 1: 6, 2: 7, 3: 3, 4: 1}",0
162,True,"{'a': 0, 'e': 0}",20,0,-60.35753309856368,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
163,True,"{'a': 0, 'e': 0}",25,0,-125.60188649510299,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
164,True,"{'a': 0, 'e': 0}",20,0,-125.93643935581753,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
165,True,"{'a': 0, 'e': 0}",20,0,-122.61216234284825,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 3}",0
166,True,"{'a': 0, 'e': 0}",30,0,-118.34074081124989,"{0: 20, 1: 5, 2: 3, 3: 0, 4: 2}",0
167,True,"{'a': 0, 'e': 0}",20,0,-96.92945744632297,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
168,True,"{'a': 0, 'e': 0}",25,0,-45.061978642078415,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
169,True,"{'a': 0, 'e': 0}",25,0,-142.23524580585058,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
170,True,"{'a': 0, 'e': 0}",25,0,-136.74357386887561,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
171,True,"{'a': 0, 'e': 0}",25,0,-102.67478836992139,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
172,True,"{'a': 0, 'e': 0}",25,1,-146.95466282700602,"{0: 12, 1: 4, 2: 4, 3: 3, 4: 1}",1
173,True,"{'a': 0, 'e': 0}",25,0,-147.3396839210189,"{0: 15, 1: 4, 2: 2, 3: 2, 4: 2}",0
174,True,"{'a': 0, 'e': 0}",20,0,-78.09053284405033,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
